Substance,EDGAR Country Code,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CO2,GBR,United Kingdom,0.328996562,0.337292533,0.328309609,0.31154019,0.297568161,0.286138943,0.288394911,0.263344539,0.25631533,0.247019974,0.240857884,0.241716489,0.230148548,0.229260391,0.223981351,0.217470036,0.212239711,0.2036915,0.198341064,0.187767804,0.189764073,0.172453461,0.178293355,0.170165728,0.151937942,0.142994651,0.132909277,0.125735677,0.121797158,0.116127821,0.11102827,0.108665659
CO2,GEO,Georgia,0.649838007,0.633491989,0.904566675,1.025679161,0.741547302,0.570431964,0.408964753,0.326013468,0.283689491,0.256737541,0.268049041,0.187084166,0.155686857,0.152171171,0.157000424,0.174618746,0.175011949,0.182639698,0.156502558,0.183845001,0.16901555,0.189928406,0.194353421,0.202535806,0.2094981,0.219159784,0.222661323,0.215003804,0.20349052,0.209231035,0.216244058,0.203023932
CO2,GHA,Ghana,0.089446907,0.078824934,0.089355091,0.087907061,0.090536368,0.093399122,0.096852342,0.097766686,0.126445616,0.132120857,0.113140111,0.117512434,0.132499055,0.11834406,0.104761347,0.104547521,0.119096168,0.120503793,0.104857982,0.114794033,0.119024174,0.112582489,0.12423955,0.123077773,0.115296632,0.118929508,0.11938506,0.116305478,0.122292349,0.124617891,0.127421515,0.132445103
CO2,GIB,Gibraltar,0.407855271,0.566690109,0.65766893,0.628656986,0.703018024,0.652127991,0.634489762,0.60669417,0.605150262,0.60374049,0.594493041,0.573956563,0.561233596,0.540285281,0.558398197,0.546081661,0.5360733,0.501663672,0.508422169,0.577336028,0.56799452,0.532290351,0.527496672,0.535624928,0.55364541,0.587125277,0.561262082,0.539604058,0.5277747,0.510493747,0.222398254,0.228487457
CO2,GIN,Guinea,0.118595373,0.107777758,0.096370893,0.094561649,0.092624498,0.090282829,0.088895673,0.087375538,0.087192996,0.086569676,0.118017943,0.119321857,0.119574748,0.124375803,0.125912131,0.118169597,0.122403187,0.119073938,0.120964214,0.128830081,0.142269219,0.131609469,0.11670982,0.101066161,0.101324608,0.116374891,0.11573195,0.108841616,0.102571181,0.099322368,0.093937041,0.097289363
CO2,GLP,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,GMB,The Gambia,0.069435065,0.080119488,0.068395541,0.069604706,0.079860787,0.075763587,0.076300673,0.074629367,0.078439811,0.075597852,0.102500769,0.105050288,0.110137966,0.104359047,0.102793947,0.107104753,0.118047729,0.119984154,0.114128382,0.117675094,0.113835443,0.120116687,0.108544457,0.105365622,0.115085807,0.114637129,0.110878928,0.110676875,0.103141605,0.100374037,0.099100319,0.101214215
CO2,GNB,Guinea-Bissau,0.105485433,0.120132526,0.110227263,0.116044528,0.112463908,0.110836345,0.09752971,0.098458076,0.139560277,0.141847438,0.111847005,0.111521888,0.116150027,0.135731217,0.137302782,0.134823154,0.136909889,0.140065805,0.128950972,0.131025164,0.128242386,0.111051809,0.112723856,0.111646072,0.113840929,0.112280312,0.107963733,0.084984351,0.083583521,0.081075997,0.081877579,0.085037866
CO2,GNQ,Equatorial Guinea,0.150838719,0.159681961,0.118580573,0.097412067,1.585831844,1.433002247,0.936515304,0.518536212,0.501338374,0.438590583,0.442215419,0.373402624,0.403336986,0.387880714,0.336971058,0.376887071,0.390919428,0.311742413,0.298968138,0.292241618,0.327933334,0.324429679,0.288956832,0.28381231,0.247207441,0.23027153,0.255009923,0.239467328,0.279918365,0.259724101,0.275782918,0.292750096
CO2,GRC,Greece,0.319695564,0.310226008,0.316168524,0.319325095,0.318965752,0.323966419,0.314570163,0.304632193,0.305119535,0.296942717,0.308420067,0.302423896,0.291096045,0.285562685,0.27105717,0.275283316,0.257247401,0.257841151,0.248833268,0.245218653,0.240245812,0.258698013,0.263641054,0.245951009,0.235858754,0.23075039,0.228169844,0.226358664,0.216968471,0.197282118,0.180261341,0.170062098
CO2,GRD,Grenada,0.156824148,0.163157195,0.178180133,0.195829053,0.216885703,0.186614105,0.193679297,0.231617653,0.185202176,0.184068608,0.191816646,0.201474961,0.220123066,0.308508847,0.300753819,0.268808104,0.292312641,0.285060697,0.285523645,0.319090556,0.337684164,0.381983788,0.40238439,0.412238458,0.356997818,0.330958823,0.327763786,0.200628381,0.201886912,0.197944331,0.189621412,0.200414166
CO2,GRL,Greenland,1.9047E-05,1.92355E-05,2.04083E-05,2.16199E-05,2.05185E-05,1.98951E-05,1.97254E-05,1.95485E-05,1.82782E-05,1.8179E-05,1.71455E-05,1.7075E-05,1.74008E-05,1.76376E-05,0.003000239,0.002887416,0.002804332,0.002699068,0.002619564,0.002252842,0.00257761,0.002753895,0.002144387,0.002139528,0.001847171,0.002039058,0.00193452,0.001886368,0.001833678,0.00177654,0.001670797,0.001707308
CO2,GTM,Guatemala,0.077751858,0.079261387,0.08861692,0.094653808,0.098264029,0.108762397,0.103795828,0.104428076,0.123916538,0.119210562,0.12846823,0.131730547,0.133849292,0.129630114,0.127958962,0.133632609,0.12907189,0.129396596,0.114021837,0.119431812,0.112625051,0.111462053,0.112503631,0.117513786,0.120444635,0.134838572,0.13906624,0.128383525,0.136772911,0.13872609,0.123160526,0.132706986
CO2,GUF,French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,GUY,Guyana,0.326860874,0.30130962,0.264066875,0.24546013,0.293551293,0.302905563,0.289562356,0.297333475,0.306877804,0.296179461,0.286985921,0.277827534,0.271255872,0.272307096,0.27699858,0.250700729,0.214701334,0.240371544,0.236389505,0.230942117,0.240164666,0.237336503,0.245993803,0.234334479,0.240669286,0.240121578,0.273955957,0.265346691,0.265580158,0.277736329,0.182848,0.164592485
CO2,HKG,Hong Kong,0.213518062,0.220497793,0.231445677,0.222637014,0.178758338,0.17712709,0.158802174,0.146297984,0.192646432,0.201094857,0.171642709,0.170619905,0.164285228,0.173342279,0.145847588,0.14339441,0.132391379,0.130567572,0.124125109,0.133395696,0.116841766,0.119253276,0.115855349,0.116246799,0.116483637,0.105842337,0.105537277,0.099544593,0.096618763,0.09704763,0.078435606,0.074589553
CO2,HND,Honduras,0.120087867,0.12534287,0.132724991,0.130782799,0.148659742,0.165989212,0.172441437,0.169758451,0.189939333,0.194144665,0.187429637,0.214328237,0.217238198,0.229830895,0.245972013,0.21037987,0.226498495,0.226530952,0.217314285,0.21008815,0.204010461,0.210627776,0.210258488,0.209160298,0.205640673,0.206773963,0.190499171,0.180140845,0.185806254,0.183188895,0.171187737,0.170253184
CO2,HRV,Croatia,0.295332089,0.252223726,0.248413155,0.277967678,0.253844545,0.245038508,0.229614871,0.239377727,0.248541322,0.25159593,0.239045071,0.244750759,0.242613873,0.245370399,0.238000919,0.230718017,0.223542284,0.227617196,0.21256824,0.208479243,0.203865399,0.19886099,0.187325529,0.184382407,0.177784591,0.176394388,0.173244428,0.172227759,0.158578452,0.155041701,0.15682408,0.148685909
CO2,HTI,Haiti,0.046000936,0.044114916,0.043415545,0.038866445,0.020968736,0.051483681,0.056135863,0.063871178,0.063986269,0.065133496,0.068319819,0.06987383,0.078052573,0.074886027,0.070165759,0.069548756,0.069178302,0.077798772,0.075072944,0.069590053,0.090159803,0.097175807,0.085565526,0.088608789,0.09891659,0.104066883,0.104694443,0.101234179,0.098736548,0.101405182,0.087788885,0.09872484
CO2,HUN,Hungary,0.366078049,0.401550173,0.373274551,0.379849868,0.3677488,0.358166898,0.364675886,0.346584548,0.332414358,0.3243463,0.29450952,0.289945539,0.272567306,0.273578085,0.252972153,0.243761701,0.233045845,0.227277931,0.220858122,0.211186747,0.212120709,0.204655227,0.192328916,0.177664814,0.171068117,0.175077668,0.17377577,0.175828512,0.166932476,0.16011298,0.162553384,0.155754767
CO2,IDN,Indonesia,0.196328692,0.198417788,0.194738974,0.200259393,0.197721175,0.203663741,0.200395965,0.209858651,0.243509934,0.255683213,0.246847066,0.254801427,0.249055246,0.259310444,0.251239837,0.238429075,0.240347071,0.235666626,0.219762276,0.218209713,0.218026274,0.234346137,0.224008967,0.197751924,0.202558202,0.19564757,0.183706383,0.187203742,0.19803294,0.202543346,0.188880806,0.185630182
CO2,IND,India,0.378954305,0.403422827,0.396162332,0.395064365,0.393964881,0.392221083,0.38177832,0.385774824,0.372262784,0.365648205,0.365157419,0.353940023,0.353924851,0.338093055,0.337876868,0.326288657,0.32229307,0.326050499,0.336249706,0.34064087,0.333082004,0.336056431,0.348417488,0.337452996,0.338198571,0.315467221,0.296593861,0.293679598,0.290124152,0.280474588,0.280681825,0.284769268
CO2,IRL,Ireland,0.353667752,0.352276723,0.339225306,0.333751053,0.326449489,0.30398092,0.293357329,0.273143458,0.266634105,0.250134674,0.242699783,0.241898652,0.222666223,0.214323988,0.202363706,0.199950749,0.192811901,0.18005917,0.185795085,0.174930807,0.170806461,0.154445005,0.155818417,0.149330531,0.136554094,0.114110578,0.116133821,0.103626749,0.095063581,0.086069708,0.072731375,0.068164594
CO2,IRN,Iran,0.388787294,0.379925031,0.393256757,0.397211748,0.461607651,0.458120971,0.449598661,0.463494212,0.452279534,0.489035521,0.488129991,0.495198172,0.478523639,0.46493109,0.477882972,0.500235739,0.514346659,0.505931443,0.516610988,0.531482948,0.505495819,0.500685024,0.526146174,0.552632566,0.54688155,0.549203961,0.515488588,0.519053913,0.541387652,0.542036783,0.549403806,0.543540453
CO2,IRQ,Iraq,0.527008157,1.152778893,1.209204233,1.226220831,1.295792557,1.259236949,1.04641551,1.03781936,0.598354549,0.40083225,0.409933801,0.456733021,0.470088298,0.647549538,0.45988578,0.43683368,0.402360401,0.364936216,0.388661516,0.401536451,0.435371545,0.420980386,0.42414472,0.423925747,0.407933072,0.387546606,0.367818145,0.407870898,0.418435023,0.424562268,0.436694124,0.455829521
CO2,ISL,Iceland,0.264639237,0.259877012,0.270481625,0.278746084,0.281293147,0.271937574,0.288634492,0.264355964,0.254274976,0.247196612,0.245354818,0.244572068,0.257288755,0.249703012,0.238067934,0.222311006,0.216195169,0.212654881,0.226033309,0.247385618,0.248411809,0.235302097,0.235925631,0.230612853,0.216197713,0.212383447,0.173468823,0.173981712,0.164631152,0.158381672,0.141216357,0.146102422
CO2,ISR,"Israel and Palestine, State of",0.308607672,0.294698674,0.295980561,0.291399406,0.280865194,0.280015794,0.277480417,0.264621961,0.273297929,0.265493218,0.262664402,0.265443743,0.269471144,0.264921966,0.24067521,0.216798751,0.20913283,0.198812339,0.196225414,0.19362763,0.181593158,0.169065428,0.176564016,0.148316043,0.137884534,0.137670854,0.131920491,0.126485392,0.114104623,0.114908216,0.111149278,0.102746135
CO2,ITA,"Italy, San Marino and the Holy See",0.207432977,0.203665536,0.200837512,0.199507038,0.192413915,0.198306627,0.193568308,0.191449752,0.192575201,0.192440562,0.186635929,0.183049119,0.185745266,0.193296853,0.195059483,0.193921023,0.188443494,0.182828173,0.178774494,0.16775344,0.168652213,0.16395651,0.160526274,0.150081384,0.142447519,0.145449036,0.141886261,0.138036759,0.134756243,0.130882508,0.12707997,0.129051119
CO2,JAM,Jamaica,0.362173935,0.343385132,0.372555435,0.346675352,0.345103051,0.348882415,0.364278569,0.377011347,0.406506474,0.412980774,0.412069558,0.40925389,0.399235497,0.396617176,0.393286622,0.391228366,0.440010194,0.430805497,0.350110493,0.297989548,0.289249997,0.281159677,0.260793627,0.276880151,0.265275043,0.258711583,0.274749651,0.259781478,0.304367076,0.293163126,0.278721945,0.297795725
CO2,JOR,Jordan,0.356964383,0.351801424,0.36486425,0.362823301,0.361545973,0.361497244,0.362288674,0.362889176,0.357528363,0.34632394,0.368364392,0.350768304,0.345624944,0.340217525,0.337719943,0.333211935,0.31198383,0.299599922,0.268117367,0.262412033,0.250731852,0.249086924,0.283765596,0.271714795,0.281800063,0.272775501,0.26331367,0.271400034,0.252159232,0.247667947,0.234726796,0.237335926
CO2,JPN,Japan,0.288908104,0.281650527,0.280507538,0.279595745,0.288755988,0.283905264,0.278122438,0.272628892,0.265697125,0.274894892,0.271943451,0.267869026,0.275518207,0.273085552,0.266482478,0.263133021,0.255020693,0.258478178,0.247670206,0.248769219,0.251463986,0.262245,0.266366884,0.263396018,0.25354667,0.241965754,0.237672625,0.231367988,0.222654734,0.216288447,0.209211249,0.211687628
CO2,KAZ,Kazakhstan,1.142920903,1.340674039,1.441707183,1.353791713,1.394977545,1.346460986,1.174715991,1.003385854,1.047720516,0.930664628,0.859313786,0.742059139,0.751686823,0.763827278,0.751936081,0.729132563,0.734418052,0.711008501,0.813175874,0.716834348,0.719365388,0.71627715,0.675904142,0.678084388,0.542084377,0.469507781,0.49160693,0.500556498,0.485046122,0.456792972,0.447551748,0.426941255
CO2,KEN,Kenya,0.076489517,0.072493768,0.07403897,0.072524083,0.070420488,0.072848285,0.076581987,0.073554183,0.076744047,0.077053388,0.084590799,0.076016601,0.073704842,0.064062538,0.069242,0.072811038,0.075847678,0.07122903,0.07528318,0.084887262,0.085165976,0.08283995,0.074085418,0.081941656,0.083015623,0.090160075,0.097457152,0.093028752,0.081877905,0.098024868,0.090266346,0.089210261
CO2,KGZ,Kyrgyzstan,1.046711108,1.022295898,0.778113745,0.676512492,0.554573481,0.415723885,0.483873205,0.435411507,0.450819461,0.348239973,0.322686613,0.260283813,0.324201874,0.339379619,0.315700129,0.302910603,0.294554017,0.328199735,0.35063902,0.306580722,0.291738524,0.328370794,0.429734896,0.364001211,0.360170257,0.365531688,0.332822581,0.311377136,0.356638883,0.307500574,0.3129676,0.334561853
CO2,KHM,Cambodia,0.029640677,0.029184987,0.023216626,0.025692299,0.041431458,0.119178971,0.124924106,0.128230141,0.137275316,0.118646912,0.111119565,0.11231135,0.108289336,0.107348714,0.097339519,0.095950901,0.096468998,0.107587341,0.111760562,0.132821763,0.132651868,0.128820543,0.126009868,0.118647519,0.136793951,0.155068473,0.180379108,0.189064077,0.197909703,0.223410184,0.235063998,0.234710633
CO2,KIR,Kiribati,0.108500411,0.110753019,0.109678307,0.106491637,0.110071053,0.105644027,0.106416098,0.111006388,0.107910406,0.106496292,0.194312429,0.172677447,0.24172817,0.244339368,0.25911376,0.322124552,0.344926184,0.294921549,0.350906162,0.313421536,0.31596905,0.295590113,0.273209257,0.266499473,0.265416255,0.248532562,0.262700403,0.295012816,0.280731765,0.291624483,0.294752209,0.301091412
CO2,KNA,Saint Kitts and Nevis,0.095799789,0.137140282,0.138638418,0.149487682,0.162409779,0.127305147,0.14101176,0.124965836,0.138605047,0.143661538,0.229357321,0.224611384,0.263533657,0.416691245,0.415837004,0.355853926,0.361939494,0.370907411,0.331071602,0.363795781,0.375526097,0.423411266,0.440069815,0.397583972,0.388262077,0.375584239,0.373137715,0.208853104,0.218726685,0.206094163,0.198969042,0.223766865
CO2,KOR,South Korea,0.499624292,0.49300563,0.494122377,0.506684433,0.499943119,0.495738556,0.489343912,0.485666056,0.439792603,0.429890728,0.448349861,0.43966422,0.404546194,0.395280583,0.390606115,0.374282893,0.360055521,0.347554038,0.343849409,0.346221765,0.351415173,0.356287918,0.349704183,0.337501832,0.324312244,0.324933485,0.324260928,0.318204229,0.311392665,0.293830412,0.275889877,0.274577786
CO2,KWT,Kuwait,0.513852177,1.036742995,0.400632198,0.379238446,0.415710613,0.392318566,0.383490712,0.394187244,0.422114552,0.463186851,0.483164334,0.509066676,0.516573055,0.462738982,0.446638474,0.453022829,0.436137554,0.402210304,0.420378259,0.462572557,0.490681946,0.464890706,0.440200931,0.446780262,0.435517092,0.449180003,0.448451851,0.465411806,0.454942314,0.460192428,0.475778333,0.50555124
CO2,LAO,Laos,0.03046575,0.034824879,0.034234594,0.032820821,0.033392554,0.032656953,0.03573157,0.039537777,0.041789056,0.038637734,0.061592482,0.064187459,0.067896729,0.066539892,0.065579758,0.063434026,0.076595271,0.075222998,0.081396873,0.094690455,0.097818286,0.095565489,0.094385339,0.103292995,0.106759257,0.202442822,0.336233749,0.381399432,0.370491866,0.343421599,0.355667859,0.352867491
CO2,LBN,Lebanon,0.284048897,0.2357124,0.217452049,0.281002249,0.285664275,0.310892585,0.290018009,0.315294919,0.30198523,0.312982401,0.278876523,0.289907237,0.279472193,0.270870217,0.257253444,0.249230695,0.238650345,0.201819285,0.226838815,0.242758807,0.21519825,0.216753898,0.236026934,0.223911209,0.23631434,0.253218982,0.258316671,0.269142469,0.257789715,0.279172272,0.339204512,0.391176188
CO2,LBR,Liberia,0.135396337,0.097071708,0.144532,0.228117915,0.29631067,0.312512598,0.349232825,0.167214165,0.131079418,0.114781558,0.092263448,0.099671461,0.095133481,0.146673531,0.157098979,0.185427133,0.178803437,0.151741013,0.119135397,0.104790554,0.150806101,0.143503812,0.145353601,0.123681757,0.158833176,0.163493155,0.181914239,0.162158655,0.179828424,0.187699713,0.191054804,0.197146711
CO2,LBY,Libya,0.235592966,0.204950072,0.21974694,0.243220586,0.277929208,0.359564509,0.368531065,0.343477225,0.341417592,0.353997011,0.352364825,0.354438538,0.366548992,0.349479591,0.330869622,0.320781333,0.299946561,0.264023822,0.281213626,0.310335068,0.312115066,0.442077894,0.32859999,0.396298193,0.507556247,0.454654146,0.458359302,0.37157731,0.354767442,0.400388729,0.434166862,0.427723846
CO2,LCA,Saint Lucia,0.114811014,0.120785717,0.117995151,0.109557886,0.125797629,0.119206223,0.117003841,0.11184256,0.108410212,0.112075321,0.177823488,0.199086933,0.188260471,0.266445545,0.244204609,0.24417848,0.232750733,0.233778502,0.22414863,0.242846065,0.255966371,0.279674225,0.293514708,0.298500177,0.302759085,0.297446213,0.290822278,0.20463362,0.19481634,0.279282672,0.289530819,0.302422393
CO2,LKA,Sri Lanka,0.063256217,0.063138935,0.075278089,0.068943554,0.075126116,0.071595768,0.097213613,0.091135788,0.089924803,0.095176512,0.10263403,0.103407538,0.104047398,0.106204198,0.104078681,0.107093555,0.089246223,0.091542878,0.082239599,0.076340086,0.074791374,0.08119594,0.081204224,0.067951402,0.078252389,0.086449134,0.088520357,0.090963386,0.082530431,0.089456714,0.089268263,0.083754087
CO2,LSO,Lesotho,0.057520909,0.064211922,0.052835012,0.04934414,0.050885747,0.050658494,0.04935419,0.048794575,0.047075201,0.048092529,0.11635635,0.113269368,0.115925977,0.112078682,0.116656177,0.113277615,0.109239915,0.134826896,0.104148581,0.122673133,0.119987627,0.110132989,0.108795627,0.107138928,0.1079734,0.102775189,0.106699674,0.123817407,0.121579626,0.121510959,0.12124413,0.12379042
CO2,LTU,Lithuania,0.569658527,0.727313523,0.483023285,0.406621289,0.430617576,0.394871064,0.387032358,0.34578426,0.339269666,0.288424746,0.243650999,0.243048678,0.229378994,0.207376829,0.203580567,0.201822299,0.191124753,0.188457232,0.183714258,0.179730323,0.188164252,0.180781736,0.176084399,0.156981565,0.15008933,0.150326318,0.145051596,0.143263855,0.138638512,0.135093588,0.130721584,0.126950887
CO2,LUX,Luxembourg,0.43431486,0.415032888,0.396282166,0.387785546,0.347137108,0.274726817,0.271619677,0.243390681,0.209596585,0.202728336,0.204152603,0.21010324,0.218712965,0.222032865,0.242097345,0.240881295,0.223928733,0.196831123,0.195070503,0.190760284,0.194279931,0.190079639,0.183117519,0.168707188,0.156470416,0.145002714,0.134230903,0.134396467,0.136294986,0.13430102,0.114967764,0.111364584
CO2,LVA,Latvia,0.479545586,0.498008961,0.57945992,0.511135167,0.439097416,0.396880096,0.390389708,0.339627378,0.308612516,0.279221699,0.246111381,0.242207505,0.224966245,0.213732863,0.197724814,0.181058616,0.171508984,0.163247216,0.160913557,0.171083824,0.205415957,0.185844126,0.169050272,0.160913689,0.153731553,0.148691851,0.142291634,0.13699273,0.143330544,0.136155408,0.121488688,0.120855662
CO2,MAC,Macao,0.055873089,0.05358331,0.049329394,0.050278911,0.053968308,0.049857072,0.058838856,0.064532118,0.07501643,0.078823628,0.072925194,0.073720565,0.073066159,0.066807997,0.061441101,0.056313522,0.049186849,0.038115883,0.031987403,0.035629515,0.027342613,0.022494832,0.021089178,0.018822567,0.02160622,0.036375572,0.03602451,0.038651185,0.029048993,0.03160168,0.069345911,0.060091256
CO2,MAR,Morocco,0.235082361,0.22995366,0.251639417,0.260843506,0.255493948,0.28104876,0.247165881,0.26426275,0.252406543,0.262737324,0.263341119,0.270524034,0.271228035,0.254759649,0.267534272,0.275211566,0.26219261,0.256794129,0.257515468,0.246412005,0.252348158,0.259299008,0.261782674,0.250347687,0.24892976,0.244819911,0.242346164,0.244376286,0.243656925,0.258963578,0.257311583,0.262894437
CO2,MDA,Moldova,0.752864937,0.722723515,0.809553559,0.694256441,0.817033619,0.726262528,0.664563072,0.594533434,0.575185709,0.505101244,0.459815311,0.452507893,0.428225241,0.432079083,0.405450015,0.396526331,0.367861821,0.352993741,0.323776851,0.33862885,0.346450063,0.328916376,0.323857723,0.261952685,0.269453645,0.279248956,0.27066614,0.255273739,0.25986362,0.260897579,0.277920471,0.260657423
CO2,MDG,Madagascar,0.037688945,0.049864922,0.04891813,0.048461178,0.051374837,0.052943058,0.054365706,0.057536198,0.050863014,0.048424468,0.076877509,0.073846068,0.062240874,0.076165426,0.080883994,0.076981908,0.07171614,0.071432578,0.070079579,0.064251811,0.078182747,0.094497898,0.120087972,0.130519732,0.120110512,0.120534643,0.119597269,0.117531725,0.108610675,0.122789559,0.122259471,0.125236138
CO2,MDV,Maldives,0.039193101,0.036838072,0.037384561,0.041344155,0.086028533,0.114799436,0.109821794,0.092930619,0.098534948,0.090094185,0.183279811,0.164074648,0.182362863,0.137032928,0.166209159,0.174548162,0.168548715,0.153711527,0.160028916,0.188975963,0.178718849,0.182329573,0.222320274,0.219848078,0.270362458,0.190662684,0.18911995,0.180006973,0.189321833,0.20434343,0.308859859,0.244556782
CO2,MEX,Mexico,0.231926635,0.236148627,0.231005199,0.232391736,0.239132443,0.240654039,0.236405888,0.233650602,0.235951088,0.223147858,0.226617701,0.22628536,0.229840148,0.23792276,0.234227885,0.238036465,0.236228826,0.234411598,0.232453385,0.240366796,0.236178191,0.232500592,0.233182282,0.224273093,0.212365574,0.209313126,0.20699199,0.203685971,0.192720408,0.191810412,0.174016957,0.17318053
CO2,MKD,North Macedonia,0.493523185,0.465404523,0.44304776,0.491691088,0.484988732,0.487382492,0.567369712,0.504094208,0.534913486,0.473321564,0.436857787,0.460185157,0.427293739,0.454119389,0.42286177,0.423838913,0.402268875,0.40569065,0.376811778,0.340250812,0.330685068,0.360557803,0.340065235,0.301872699,0.276719883,0.253341804,0.232247227,0.245108188,0.225452436,0.247606126,0.218926857,0.220813701
CO2,MLI,Mali,0.033600781,0.035705273,0.034866347,0.033086283,0.031965219,0.032545294,0.032841871,0.032085093,0.030926407,0.030045301,0.052250998,0.045932473,0.045648617,0.042705812,0.04366913,0.042470603,0.048051289,0.054873444,0.060340943,0.073007624,0.069269807,0.067407179,0.070642162,0.081054449,0.080709618,0.090911211,0.107317155,0.117023765,0.115158767,0.122512016,0.122480779,0.127458385
CO2,MLT,Malta,0.411757734,0.370475163,0.347300838,0.428475727,0.36300583,0.324124537,0.305743116,0.308743656,0.282114147,0.273247629,0.201473401,0.238045798,0.216420102,0.233333681,0.232782043,0.227823122,0.224861454,0.219429143,0.211595184,0.1969798,0.193079715,0.190218743,0.194334864,0.161391162,0.149088043,0.096682366,0.076912906,0.077551056,0.074625103,0.075103456,0.077433682,0.076065078
CO2,MMR,Myanmar/Burma,0.191632555,0.183434374,0.186148635,0.193047161,0.21676936,0.244893205,0.24152651,0.226809524,0.23307149,0.234833135,0.227604442,0.176966991,0.158985245,0.174985047,0.147681845,0.13735289,0.113183073,0.104824568,0.07258658,0.062421083,0.061823492,0.061063475,0.078520771,0.082388203,0.094730492,0.101808215,0.106712152,0.148627918,0.145183474,0.152254287,0.150223302,0.184771409
CO2,MNG,Mongolia,1.210151722,1.497695534,1.439555998,1.36940946,1.168960714,1.092343776,0.903186921,0.852213475,0.827210423,0.807909571,0.834540439,0.808047504,0.82680972,0.749108153,0.692642394,0.748979899,0.782234997,0.741365106,0.679751501,0.724357642,0.717928479,0.675630001,0.652705743,0.627372107,0.573573686,0.533892789,0.55377134,0.564642305,0.575886206,0.585123371,0.638336633,0.640968788
CO2,MOZ,Mozambique,0.193277257,0.15508862,0.196400463,0.20610811,0.164723705,0.176651644,0.153561504,0.152106245,0.133919415,0.119480458,0.143427068,0.154085482,0.147642058,0.174970382,0.178276548,0.160449694,0.155023643,0.164629352,0.148989731,0.15127649,0.15026071,0.166816209,0.171059494,0.174388879,0.182884034,0.190877731,0.236663579,0.227752726,0.214083834,0.223435519,0.208930654,0.219971217
CO2,MRT,Mauritania,0.083604044,0.101824495,0.275399019,0.259488457,0.276444254,0.262107436,0.246462557,0.262494587,0.260794996,0.25758272,0.106308539,0.114762363,0.122980781,0.119936645,0.126966202,0.121315987,0.111050972,0.125473482,0.141348841,0.139764785,0.137615673,0.132087074,0.140016559,0.122643012,0.135520864,0.130535638,0.120639066,0.167545278,0.16524798,0.165947389,0.166771038,0.175141539
CO2,MTQ,Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,MUS,Mauritius,0.140870397,0.144375408,0.143160766,0.150157754,0.148517252,0.145858735,0.144670073,0.137459206,0.142164691,0.169719731,0.173492754,0.177368646,0.178309503,0.176233061,0.170363056,0.17903958,0.190387721,0.185054408,0.179376299,0.171129513,0.175259531,0.167526174,0.165711714,0.164574838,0.164239275,0.158764805,0.155613411,0.155106001,0.147990938,0.145572096,0.15660355,0.161056519
CO2,MWI,Malawi,0.103841477,0.122774183,0.13821208,0.143793119,0.128780063,0.119386523,0.122222351,0.130931616,0.101705116,0.101108013,0.115930282,0.116995734,0.115041198,0.111890322,0.108491628,0.112250726,0.114285383,0.102986896,0.106353951,0.094641768,0.108176477,0.084796762,0.073965616,0.068145131,0.059177988,0.054423351,0.057827596,0.061491433,0.068200766,0.065431507,0.059187207,0.061328708
CO2,MYS,Malaysia,0.309508303,0.338836683,0.326217422,0.323892568,0.31877287,0.312528571,0.324431494,0.324065876,0.346207851,0.357175437,0.358959234,0.376655862,0.380736788,0.382935432,0.386753143,0.390681364,0.385430138,0.396023399,0.401992192,0.36769226,0.372950236,0.356762404,0.342965545,0.353061388,0.352575233,0.336656594,0.316810236,0.290020846,0.296510175,0.29316876,0.299015906,0.284686581
CO2,NAM,Namibia,0.176182235,0.122535656,0.124379747,0.146562278,0.166364341,0.173538632,0.184339092,0.182988551,0.182832959,0.168297626,0.15964062,0.199658649,0.164972233,0.169870635,0.160765797,0.166913765,0.156362785,0.154641034,0.168757763,0.172048179,0.167832708,0.168957645,0.169383308,0.170971464,0.166973003,0.170015538,0.171566809,0.173172237,0.171675714,0.173592234,0.175130368,0.176047335
CO2,NCL,New Caledonia,0.337739401,0.341084391,0.33857706,0.32293848,0.318533695,0.297359507,0.327727645,0.324037397,0.348414942,0.340698923,0.402156982,0.396039873,0.424663938,0.44429611,0.387174964,0.410550298,0.380107799,0.366214162,0.377683784,0.385987539,0.448734804,0.431128243,0.428803107,0.446962925,0.532848032,0.510732935,0.530124196,0.495702089,0.543096975,0.592143298,0.608612967,0.624112559
CO2,NER,Niger,0.06968774,0.066739265,0.06206435,0.07494564,0.061779353,0.058237532,0.067636239,0.067361781,0.065763945,0.064623432,0.066453069,0.062331417,0.06169652,0.065626536,0.068343583,0.061064547,0.058236193,0.061096247,0.059487065,0.072380393,0.084373629,0.083380434,0.105983458,0.099762258,0.101551569,0.095322654,0.09058721,0.078470064,0.07477572,0.080147314,0.076489038,0.082430088
